Date,Username,User tag,Content,Mentions,link
"2023-01-25,08:38:40","Guybrush","#1021","have been in some of these vaults for a week now so its a bit odd to see no rewards at all accumulated","",""
"2023-01-25,08:39:50","defiglenn","#3350","Had someone asking a similar question yesterday. This should help you: https://discord.com/channels/734804446353031319/740414025481060382/1067456725474619462","Guybrush#1021",""
"2023-01-25,12:16:11","itsdarkbunny","#1599","hi, I want to deposit stETH to this vault but it's not recognized (0.00 stETH) - it is in my wallet though, why is that?","","https://cdn.discordapp.com/attachments/734811808401063966/1067825217805762560/Screenshot_2023-01-25_at_16.05.08.png"
"2023-01-25,12:24:32","ONI","#6888","yes that is correct","Guybrush#1021",""
"2023-01-25,13:25:30","ONI","#6888","is your wallet connected?","itsdarkbunny#1599",""
"2023-01-25,13:26:56","itsdarkbunny","#1599","yes, dmed you","ONI#6888",""
"2023-01-25,22:16:59","bryankerr","#1194","I just moved my steth and ylink pool tokens from metamask to a ledger and connected to yearn with wallet connect. I see my balance but it says no deposits. Is my yearn position attached to my old metamask?","",""
"2023-01-25,22:17:54","j.","#6352","no. could be just the UI spazzing out. as long as you have the yv tokens in your new address/wallet, you should be good","",""
"2023-01-26,09:52:42","Bitcoinwu | poap中文社区小助理","#8378","hi","",""
"2023-01-26,09:53:03","Bitcoinwu | poap中文社区小助理","#8378","I bought yvUSDT via Zerion 287 days ago , and the hash was https://etherscan.io/tx/0xa66294ca287677db42fa537877dcc02bb6e9a3238c159bfd42f624
Currently, I'm running into a problem about swap. I want to swap yvUSDT for eth via zerion, but the liquidity is insufficient, and I also can’t swap it for other stable coins.
And then, try to withdraw via  yearn website.After linking the wallet on the yearn official website (https://yearn.finance/vaults/1/0x3B27F92C0e212C671EA351827EDF93DB27cc0c65 ), my yvusdt assets are not displayed? what should I do?","",""
"2023-01-26,09:53:09","Bitcoinwu | poap中文社区小助理","#8378","<@112535156417363968>","j.#6352",""
"2023-01-26,09:54:16","j.","#6352","tx hash seems incorrect. can you sent the right one?","Bitcoinwu | poap中文社区小助理#8378",""
"2023-01-26,09:57:05","Bitcoinwu | poap中文社区小助理","#8378","thaks","",""
"2023-01-26,10:33:10","j.","#6352","try withdrawing from v3.yearn.finance or v2.yearn.finance if that also doesnt work","Bitcoinwu | poap中文社区小助理#8378",""
"2023-01-26,10:36:39","j.","#6352","if that also doesnt work, try on etherscan https://etherscan.io/token/0x7da96a3891add058ada2e826306d812c638d87a7#writeContract
connect your wallet
click Write under 26. withdraw","",""
"2023-01-26,10:37:34","Bitcoinwu | poap中文社区小助理","#8378","v3 site send me one<@112535156417363968>","j.#6352",""
"2023-01-26,10:42:23","Bitcoinwu | poap中文社区小助理","#8378","What are the addresses of the v3 official website?","",""
"2023-01-26,10:42:29","Bitcoinwu | poap中文社区小助理","#8378","<@112535156417363968>","j.#6352",""
"2023-01-26,10:42:33","j.","#6352","v3.yearn.finance","",""
"2023-01-26,10:44:15","Bitcoinwu | poap中文社区小助理","#8378","ok","",""
"2023-01-26,15:05:59","bryankerr","#1194","Are you sure? Shouldn't I see my past earnings? Or does that reset?","j.#6352",""
"2023-01-26,16:34:14","defiglenn","#3350","Your yv tokens are like a receipt so these will track your earnings once you deposit into that vault. Even if you move these to ledger or something and then back, or transfer it to someone else whoever has it in their wallet can redeem in from the yearn vault","bryankerr#1194",""
"2023-01-26,20:39:24","bryankerr","#1194","So why aren't I seeing my earnings then? Lol the earnings read zero","defiglenn#3350",""
"2023-01-26,20:42:52","defiglenn","#3350","Ok I see what you are saying. So you can see your Yearn balance which includes your deposit amount and the amount you have earned. But you can't see the amount you earned in one separate figure. Is this just saying 0 for earned? If this is what you mean I can understand your frustration. I will look to see an alternative way for you","",""
"2023-01-26,20:47:11","j.","#6352","as mentioned above, UI spazzing out etc etc","",""
"2023-01-26,22:06:14","bryankerr","#1194","Exactly, so my earnings weren't tracked from old address to the new one.","defiglenn#3350",""
"2023-01-26,22:09:31","defiglenn","#3350","Ok yeah I can see that is frustrating. As J says above re the UI spazzing out,  sorry about this. We will work on fixing this asap. Please be assured though that the amount you are earning hasn't changed, and will continue as normal. It will just show as your balance","bryankerr#1194",""
"2023-01-26,22:10:43","bryankerr","#1194","Ok cool makes sense, I know we talked about this before but my curve steth pool never displayed earnings. Was told that bug is being fixed this week?","defiglenn#3350",""
"2023-01-26,22:18:07","defiglenn","#3350","I will chase this tomorrow. I'm still getting back up to speed with all things Yearn after being away for a bit, but I believe you will be able to track the earnings of your vault in the meantime by looking at how the share price changes over the period your looking at https://yearn.vision/d/eybEevXnzz/v2-vaults?orgId=1&from=now-24h&to=now","bryankerr#1194",""
"2023-01-26,23:50:31","Sasp","#4026","Maybe a super dumb q but why have I earned nothing in FTM?","",""
"2023-01-27,06:49:15","Richard Feynmann","#2145","It could be an error on the website, when did you deposited?","",""
"2023-01-27,09:18:57","dionnz","#4283","Hi - i tried to withdraw from the WETH vault, transaction was approved and completed via Metamask (gas burned) but my position is still showing on Yearn and I didn't receive any WETH. 

Any idea?
thx","",""
"2023-01-27,09:23:57","defiglenn","#3350","That's an odd one. Do you want to share with me the etherscan for it and I can look to see what happened?","dionnz#4283",""
"2023-01-27,09:24:30","dionnz","#4283","https://etherscan.io/tx/0x04aa1258afedde2f2385e973e338e269d849e1a7a18fb93fe0ada79d31b0fea1","",""
"2023-01-27,09:27:13","defiglenn","#3350","So, afaik, when you are interacting, you have to approve the use of the WETH first (This is why it says on etherscan: ApprovedyvWETH For Trade On Wrapped Ether). And then also withdraw it. So there are 2 separate transactions each with gas. If you try withdrawing again, it shouldn't say approve and you can withdraw it.","dionnz#4283",""
"2023-01-27,09:41:31","dionnz","#4283","Ok I will try again","",""
"2023-01-27,11:58:29","Tomz84","#4527","Hi Dark Ghosty, do you have please any feedbacks on this ? I still can't see earnings and even on etherscan my balance deposite do not increase  :/","ONI#6888",""
"2023-01-27,11:59:15","ONI","#6888","Will look into it which vault are you in?","",""
"2023-01-27,12:20:19","Tomz84","#4527","Curve stETH Factory <@137743751656243201>","ONI#6888",""
"2023-01-27,12:20:25","Tomz84","#4527","https://yearn.finance/vaults/1/0x5B8C556B8b2a78696F0B9B830B3d67623122E270","",""
"2023-01-27,15:21:59","РilotVietnam","#0934","Is dark ghost also oni#6888?","",""
"2023-01-27,15:23:17","arberx","#3367","<@137743751656243201> yes","ONI#6888、РilotVietnam#0934",""
"2023-01-27,15:23:40","РilotVietnam","#0934","👋","Tomz84#4527",""
"2023-01-27,15:23:44","РilotVietnam","#0934","Thanks","",""
"2023-01-27,15:43:34","ONI","#6888","did you send me a dm we will never dm you first","РilotVietnam#0934",""
"2023-01-27,15:43:38","ONI","#6888","if anyone did they are a scammer","",""
"2023-01-27,15:43:53","РilotVietnam","#0934","No lol","",""
"2023-01-27,15:44:01","РilotVietnam","#0934","I just saw you as dark ghosty on here","",""
"2023-01-27,15:44:06","РilotVietnam","#0934","And also oni","",""
"2023-01-27,15:44:10","РilotVietnam","#0934","I was confused","",""
"2023-01-27,15:44:23","ONI","#6888","oh you have a discord username and server name, they dont have to be the same","",""
"2023-01-27,15:44:46","РilotVietnam","#0934","Oh pardon me I’m noob","",""
"2023-01-27,15:46:37","Tomz84","#4527","yes it happened to me ... same logo, same name but on discord since 2 days ! carefull guys","ONI#6888",""
"2023-01-27,15:49:11","ONI","#6888","Looks like rewards were just sold and it has yield now. https://yearn.vision/d/apkUMx6nz/vault-overview?orgId=1&var-networks=ETH&var-exp=false&var-vaults=yvCurve-stETH-f+0.4.5&var-address=0x5B8C556B8b2a78696F0B9B830B3d67623122E270&var-version=v2 can be seen under harvest. Vault is working normally","Tomz84#4527",""
"2023-01-27,15:50:50","ONI","#6888","","","https://cdn.discordapp.com/attachments/734811808401063966/1068604011273527346/image.png"
"2023-01-27,16:03:39","Tomz84","#4527","on UI we still can't see anything :/ if i go on withdraw looks like the amount claimable is a little bit higher than the yearn deposited but yield seems working since today whereas i migrated a week ago :/ Can you confirm that the vault was never ""paused"" or anything ? Thanks","ONI#6888",""
"2023-01-27,16:33:28","ONI","#6888","vault is working fine, harvests and yield take time best to leave it for 2 weeks or a month then come back and youll see it but the rewards are now being added to the vault as you can see above","Tomz84#4527",""
"2023-01-27,16:33:36","ONI","#6888","all factory vaults are working normally","",""
"2023-01-27,17:43:51","WARAMSKY","#1252","when you say time, how often is that? How often are rewards added to the principal? (I'm trying to calculate how often you compound)","ONI#6888",""
"2023-01-27,17:48:28","ONI","#6888","should be once a week if it has > 500$ to claim","WARAMSKY#1252",""
"2023-01-27,17:49:15","WARAMSKY","#1252","Got it, thanks. What about <$500?","ONI#6888",""
"2023-01-27,17:49:36","ONI","#6888","then it will wait a week till it has 500$ of rewards or more","WARAMSKY#1252",""
"2023-01-27,17:52:03","WARAMSKY","#1252","hmm.. so you're saying if rewards never cross the $500 mark, they will never be recognized?","",""
"2023-01-27,17:53:51","ONI","#6888","It will be harvested sometime when its deemed cost efficient. This could be a month or so just depends for now the strategists are overseeing harvest but we are looking to fully automate it.","WARAMSKY#1252",""
"2023-01-27,17:54:41","WARAMSKY","#1252","so if I have 1 BTC Deposited ($23K) on FTM Network (currently paying 2.82% APY) I will not recognize any rewards until month 8 of being deposited?","",""
"2023-01-27,17:55:09","ONI","#6888","where did you get 8m from?","WARAMSKY#1252",""
"2023-01-27,17:55:39","ONI","#6888","the vault factory isnt on fantom","",""
"2023-01-27,17:55:55","ONI","#6888","this only applies to curve vaults from the vault factory on eth","",""
"2023-01-27,17:56:28","WARAMSKY","#1252","assuming same APY (which I know fluctuates), 1 full year = $648, 3 months = <$500, so 12 months minus 3 months. 9 months not 8","",""
"2023-01-27,17:56:41","ONI","#6888","this is for total vault tvl not your deposit","",""
"2023-01-27,17:57:15","WARAMSKY","#1252","aaaah I see I see, sorry for the misunderstanding. I'm referring to normal vaults","ONI#6888",""
"2023-01-27,17:57:40","WARAMSKY","#1252","isnt that the same? 5% of total vault, = same as 5% of portion of vault","ONI#6888",""
"2023-01-27,17:57:49","ONI","#6888","depends on the strategies used, but all strategies have a max time till harvest. After that is reached the strategy should be harvested this can vary from 1m to 3m.","",""
"2023-01-27,17:57:57","ONI","#6888","no","WARAMSKY#1252",""
"2023-01-27,17:58:24","ONI","#6888","you can see harvest stats and strategy info for vaults at this dashboard https://yearn.vision/d/apkUMx6nz/vault-overview?orgId=1&var-networks=ETH&var-exp=false&var-vaults=yvCurve-stETH-f+0.4.5&var-address=0x5B8C556B8b2a78696F0B9B830B3d67623122E270&var-version=v2&from=now-1h&to=now","",""
"2023-01-27,18:04:32","WARAMSKY","#1252","thanks 👍","ONI#6888",""
"2023-01-27,18:08:06","WARAMSKY","#1252","Talk to me a little more about this? Or point me in a link if possible. For simplicity, lets say there are two depositors, a whale and a fren. If there's $1M deposited in a vault, and that $1M earns 10% (100K), the whale who was 900K deposited will earn 90K, and the fren who was 100K will earn 10K. 

10K out of 100K is 10%, and 90K out of 900K is 10%. What am I missing?","ONI#6888",""
"2023-01-27,18:11:30","ONI","#6888","ok yes that is correct. Vault pools funds and harvests compounding rewards into the want token for all in the vault. 
https://docs.yearn.finance/getting-started/intro our docs are here which should help answer your questions","WARAMSKY#1252",""
"2023-01-27,19:13:09","RoigeTrading","#4872","Hey guys! I deposited like a week ago on de st-yCRV Vault however rewards in yCRV are 0$, has there been any issue with the vault? Just farmed rewards before depositing again and everything was working fine. Should I withdraw and redeploy the funds or any fix?","",""
"2023-01-27,21:07:39","defiglenn","#3350","Just an error in the UI. Vault working fine. Wouldn't bother withdrawing. Fix should be soon

You can see that harvests are working in the vault. Search this to see: in:🌽mainnet-harvest ycrv","RoigeTrading#4872",""
"2023-01-28,02:36:31","PΞPΞ","#8892","how can i convert old yvUSDC to the new one?","",""
"2023-01-28,02:38:31","PΞPΞ","#8892","zapper sees it but yearn v2 doesn't seem to be detecting it","",""
"2023-01-28,02:39:26","PΞPΞ","#8892","how do i do that?","",""
"2023-01-28,02:39:44","PΞPΞ","#8892","to who?","",""
"2023-01-28,02:40:33","PΞPΞ","#8892","thanks","",""
"2023-01-28,04:08:39","Richard Feynmann","#2145","Try on v2.yearn.finance, withdraw and then deposit in the newer vault on yearn.finance","PΞPΞ#8892",""
"2023-01-28,04:08:58","Richard Feynmann","#2145","If it’s not there, maybe try on v1.yearn.finance","",""
"2023-01-28,05:02:24","PΞPΞ","#8892","don't see them on either one","Richard Feynmann#2145",""
"2023-01-28,05:02:46","PΞPΞ","#8892","it's yvUSDC withdrawn from abracadabra","",""
"2023-01-28,05:03:24","Richard Feynmann","#2145","You can withdraw manually using etherscan, what’s the token address?","",""
"2023-01-28,05:45:27","PΞPΞ","#8892","i'm looking at the contract and there are 4 withdraw functions. which one do i use?","",""
"2023-01-28,05:50:32","j.","#6352","no need to give your address to a random person who just joined. just connect your wallet to ether scan and click withdraw under **25. withdraw**
https://etherscan.io/address/0x5f18c75abdae578b483e5f43f12a39cf75b973a9#writeContract","",""
"2023-01-28,05:57:06","PΞPΞ","#8892","thanks","j.#6352",""
"2023-01-28,06:00:02","PΞPΞ","#8892","it worked","",""
"2023-01-28,06:49:23","Barry Pooter","#5492","Right..","",""
"2023-01-28,12:08:27","dudeman9001","#2830","I'm trying to harvest this vault but MM keeps throwing this gas estimation error.
https://yearn.watch/vault/0x04c8bfe2eb09a1e2e9fA97A2fd970E06d87B43de/0xccb0da3E219dE478A0975599d9c362E724A6DfF9","","https://cdn.discordapp.com/attachments/734811808401063966/1068910436193406996/image.png"
"2023-01-28,12:14:41","dudeman9001","#2830","oohh, i was using the keeper wrapper from the docs and not the one shown in yearn.watch","",""
"2023-01-28,12:15:06","dudeman9001","#2830","0x0D26E894C2371AB6D20d99A65E991775e3b5CAd7 estimates it correctly","",""
"2023-01-28,15:29:31","Gag_","#9556","can an admin or a <@&902033723942375495> can confirm that ? Just want to make sure he's not lying","","https://cdn.discordapp.com/attachments/734811808401063966/1068961036926996516/image.png"
"2023-01-28,15:31:22","Gag_","#9556","he means he was a dev","",""
"2023-01-28,15:40:34","arberx","#3367","No","Gag_#9556",""
"2023-01-28,15:40:41","arberx","#3367","What channel is that","",""
"2023-01-28,15:40:44","arberx","#3367","Discord","",""
"2023-01-28,15:44:16","Gag_","#9556","it's in the Cilistia discord","",""
"2023-01-28,15:44:27","Gag_","#9556","https://cilistia.com/","",""
"2023-01-28,15:44:33","Gag_","#9556","<@743220544303792210>","arberx#3367",""
"2023-01-28,15:55:04","arberx","#3367","Scam","Gag_#9556",""
"2023-01-28,16:00:59","Gag_","#9556","thanks","",""
"2023-01-28,23:22:57","MarketPsychology","#1663","I’ve got kind of strange issue. I withdrew coins from the 
Curve CVX-ETH Factory vault.  And I selected I wanted to receive YFI coins.  It looks like the transaction went through, I no longer have anything in the vault but the coins aren’t showing up in my wallet. 

My wallet is not registering the receipt of the coins. It also shows up in the history of my YFI coins in the wallet, but not in the history of the wallet in general. Does anyone know why the heck is going on?","",""
"2023-01-28,23:26:05","MarketPsychology","#1663","It’s like it got lost in the cow protocol or something. Here’s the transaction hash on ether scan 0xcc0f3b019d69ce61a977f496a3892669e35a9c3c37cd981549d9a3f05b1c8009","",""
"2023-01-28,23:30:26","arberx","#3367","You sent the yfi to Coinbase","MarketPsychology#1663",""
"2023-01-28,23:30:32","arberx","#3367","Look at your wallet","",""
"2023-01-28,23:37:43","MarketPsychology","#1663","Yeah the transaction shows up but not the YFI","",""
"2023-01-28,23:37:52","MarketPsychology","#1663","","","https://cdn.discordapp.com/attachments/734811808401063966/1069083934736011375/IMG_6392.png"
"2023-01-28,23:39:52","MarketPsychology","#1663","It’s strange bc it also doesn’t show up in the “transactions” for all my coins","",""
"2023-01-28,23:41:11","MarketPsychology","#1663","","","https://cdn.discordapp.com/attachments/734811808401063966/1069084770501410816/IMG_6393.png"
"2023-01-29,14:08:05","MarketPsychology","#1663","Transaction : 0x1bb009dd3b2b41862d39e52fb6cb0ce65f7f6f3adf94c8364b97969e7db2b8f1","",""
"2023-01-29,14:08:06","MarketPsychology","#1663","Looking into the transaction it looks like at the very end it got converted into WETH? I’m not sure why that would happen. Maybe I need to reach out to Coinbase?","","https://cdn.discordapp.com/attachments/734811808401063966/1069302933235171328/IMG_6405.png"
"2023-01-29,14:09:06","MarketPsychology","#1663","Any other thoughts? Thanks","arberx#3367",""
"2023-01-29,20:03:51","falcon_mach_v","#0085","Hi, how can I withdraw ""earned yCRV"" from LP and Staked Yearn CRV Vault?","",""
"2023-01-29,20:23:49","Hipsterman","#5353","The vaults add your earned yCRV to your positions automatically. You can track your yCRV position as it grows on a wallet tracking site like debank","",""
"2023-01-29,20:25:53","Hipsterman","#5353","You can withdraw your lp or st positions at any time - ideally when you’ve reached your yield goals, when gas is cheap, and the base CRV price is high 🙂","",""
"2023-01-30,12:08:23","ONI","#6888","Transfer Not showing up","",""
"2023-01-30,19:56:35","falcon_mach_v","#0085","OK I get it. Thanks a lot 😄","Hipsterman#5353",""
"2023-01-31,15:10:36","leon131930","#3044","Hi <@573280701378723882> , been looking on yearn.vision and was surprised by the debt allocation of the stETH 0.3.0 vault
(https://yearn.vision/d/apkUMx6nz/vault-overview?orgId=1&var-networks=ETH&var-exp=false&var-vaults=yvCurve-stETH%200.3.0&var-address=0xdCD90C7f6324cfa40d7169ef80b12031770B4325&var-version=v2&from=now-2y&to=now)
Why was all debt withdrawn from StrategystETHCurve by end of May 2021, and not allocated to another strategy until June 2022?","Crolev#3404","https://cdn.discordapp.com/attachments/734811808401063966/1070043439997141083/image.png"
"2023-02-01,08:30:36","defiglenn","#3350","Hey Leon, the chain says it was a strategy migration, probably not caught by vision. The harvest sent all the tokens back to the vault after setting the debt to zero. The old strat (0x979843B8eEa56E0bEA971445200e0eC3398cdB87) was changed for a new one (0x6C0496fC55Eb4089f1Cf91A4344a2D56fAcE51e3) in this transaction from May 27 2021 like 5 hours after the first strat was removed","leon131930#3044",""
"2023-02-01,22:17:24","NinjaT","#7670","I'm not sure if this is the place to ask, my bribe didn't show up on yBribe this week, can someone check it out for me?","",""
"2023-02-02,03:49:23","defiglenn","#3350","Did you look to claim before the time period? See here: https://yearn.finance/ybribe/about","NinjaT#7670",""
"2023-02-02,06:00:20","ChaosOfOrderliness","#4904","Hi! My name is Alex, I'm business development manager at EMCD
We are the largest mining pool in Eastern Europe, also we are an ecosystem of cryptocurrency services.

Now we are launching emcd.listing project and want to make a short call (30 minutes)
Since you have already created a token and listed on exchanges, we would like to hold a custdev so you can share your expert opinion and based on your words we can create a product

Of course, in return, we will offer great conditions of using our current services, and of course - the best conditions for listing (if you will be interested in it)

I would be grateful for feedback!","",""
"2023-02-02,06:10:23","defiglenn","#3350","Hi, I'm not sure I understand your offering and how this benefits Yearn. Please DM me this and I can see if we can help. Please note though, we aren't funding much marketing / brand work right now due to bear market","ChaosOfOrderliness#4904",""
"2023-02-02,06:35:40","j.","#6352","<a:aYGwhat:959567122407784510>","",""
"2023-02-02,12:52:13","ONI","#6888","For those interested I updated the harvest section of the factory vault docs to make what is happening more clear https://docs.yearn.finance/getting-started/products/yvaults/vault-factory","",""
"2023-02-02,12:53:59","ONI","#6888","This is because there is an issue (missing data) with the exporter database we are currently fixing. It might not show all the ETH network data at yearn.vision till its fixed which shouldnt take too long","leon131930#3044",""
"2023-02-02,13:07:36","dudeman9001","#2830","```oohh, i was using the keeper wrapper from the docs and not the one shown in yearn.watch
0x0D26E894C2371AB6D20d99A65E991775e3b5CAd7 estimates it correctly```
the docs don't point to the correct keeper for all factory vaults","ONI#6888",""
"2023-02-02,13:08:32","dudeman9001","#2830","i'm also unable to see rewards here 0xf147b8125d2ef93fb6965db97d6746952a133934","",""
"2023-02-02,13:09:14","dudeman9001","#2830","but they show up when viewing 0x04c8bfe2eb09a1e2e9fa97a2fd970e06d87b43de on curves dashboard.... with no gear rewards shown","",""
"2023-02-02,13:09:27","dudeman9001","#2830","","","https://cdn.discordapp.com/attachments/734811808401063966/1070737726468530267/image.png"
"2023-02-02,13:09:49","dudeman9001","#2830","is this expected behavior?","",""
"2023-02-02,13:14:05","ONI","#6888","hey sorry we updated the address pointing to the ens so its a newer version. I fixed the docs with my update","dudeman9001#2830",""
"2023-02-02,13:18:23","dudeman9001","#2830","any idea where those gear tokens are sitting?","",""
"2023-02-02,13:18:35","ONI","#6888","ill look into it","",""
"2023-02-02,13:18:40","dudeman9001","#2830","ty","",""
"2023-02-02,14:40:52","dudeman9001","#2830","","","https://cdn.discordapp.com/attachments/734811808401063966/1070760734478323722/image.png"
"2023-02-02,14:41:07","dudeman9001","#2830","i'm not seeing tokenIn=GEAR","",""
"2023-02-02,14:41:35","dudeman9001","#2830","where, for example, this steth pool with LDO rewards shows tokenIn=LDO","","https://cdn.discordapp.com/attachments/734811808401063966/1070760910962036736/image.png"
"2023-02-02,14:43:18","ONI","#6888","I believe harvest needs to be called to allocate funds to the strategy in the gear vault","",""
"2023-02-02,14:44:07","dudeman9001","#2830","the vault needs to be harvested to stake in the gauge?","",""
"2023-02-02,14:44:26","ONI","#6888","yes harvest allocates debt to strategies","dudeman9001#2830",""
"2023-02-02,14:44:56","dudeman9001","#2830","so the first harvest is only based on cvx/trade fees?","",""
"2023-02-02,14:45:11","dudeman9001","#2830","and the apy displayed doesn't take this into account?","",""
"2023-02-02,14:45:12","ONI","#6888","No.. did you read the updated docs?","",""
"2023-02-02,14:46:48","dudeman9001","#2830","yes, and i'm not sure what you think i missed","",""
"2023-02-02,14:47:08","dudeman9001","#2830","if the lp isn't staked in the gauge then it isn't earning GEAR and the APY is wrong","",""
"2023-02-02,14:47:55","ONI","#6888","the APY is correct if funds were allocated, they will be allocated when someone calls harvest on the vault. We are still working on optimizing keepers for factory vaults but the strategists should call it soon","",""
"2023-02-02,14:50:40","dudeman9001","#2830","it just blows my mind that yearn is claiming 75%+apy for weeks on a vault that isn't even staked in the gauge yet","",""
"2023-02-02,14:51:02","dudeman9001","#2830","so when it finally does stake i'll have missed about a month of rewards","",""
"2023-02-02,14:51:41","dudeman9001","#2830","if it ever does considering the apr of trade/crv rewards and the size of the position","",""
"2023-02-02,14:54:02","Peanuckle","#5973","wait, what?","",""
"2023-02-02,14:54:57","Peanuckle","#5973","i've been pushing this vault on the gear discord :/","",""
"2023-02-02,14:56:16","ONI","#6888","This is specific to the gear vault with lower tvl vaults they can take longer to start up. If you would like to allocate the funds to the strategy you're free to call harvest","",""
"2023-02-02,14:57:09","Peanuckle","#5973","harvest would change the contract for the trade handler, too?","",""
"2023-02-02,14:57:22","ONI","#6888","what do you mean? no","Peanuckle#5973",""
"2023-02-02,14:57:36","Peanuckle","#5973","he linked these","dudeman9001#2830",""
"2023-02-02,14:58:04","ONI","#6888","no its not related rewards arent showing up because there are no funds in the strategy, there are no funds in the strategy because harvest wasnt yet called on this permisionless vault.","Peanuckle#5973",""
"2023-02-02,14:58:22","dudeman9001","#2830","it looks like the gear token isn't even considered in the deployed contract","",""
"2023-02-02,15:00:11","ONI","#6888","The vaults will farm and sell all reward tokens accumulated","",""
"2023-02-02,15:01:58","dudeman9001","#2830","that's my point with the images of the two different factory vaults that have another token emission","",""
"2023-02-02,15:02:13","dudeman9001","#2830","why does LDO show for steth but GEAR doesn't for gear vault","",""
"2023-02-02,15:04:41","dudeman9001","#2830","yearn watch claims it's allocated","","https://cdn.discordapp.com/attachments/734811808401063966/1070766725739593880/image.png"
"2023-02-02,15:05:00","ONI","#6888","If that is from events its probably because a harvest wasnt called on gear-eth yet is my guess","",""
"2023-02-02,15:05:17","ONI","#6888","see totalDebt=0","dudeman9001#2830",""
"2023-02-02,15:06:04","ONI","#6888","debtRatio means this strategy should take 100% of all funds in the vault","",""
"2023-02-02,19:05:31","siratoin","#3297","gm, I see this on deBank so it seems I have some YFI locked in a governance pool, but I don't see it in the dashboard","","https://cdn.discordapp.com/attachments/734811808401063966/1070827336137719901/image.png"
"2023-02-02,19:05:35","siratoin","#3297","","","https://cdn.discordapp.com/attachments/734811808401063966/1070827352227074129/image.png"
"2023-02-02,19:06:17","siratoin","#3297","is it a mistake from debank?","",""
"2023-02-02,19:19:55","ONI","#6888","Check out this tweet thread https://twitter.com/dudesahn/status/1413567068583104512","",""
"2023-02-02,19:52:17","siratoin","#3297","thanks, that worked ✅","",""
"2023-02-03,10:26:41","szsemla","#3508","In yearn.finance will I find somewhere the address of the pool on curve.fi where I need to add liquidity to deposit in yearn.finance","",""
"2023-02-03,10:48:26","Crolev","#3404","On the vault page you see the same name of the pool that you can find on curve.fi
For example yvCurve-3pool is 3pool.

Alternatively, if you want to see the token address of the pool token, then you can click on the etherscan link on the vault page and check the base token on the vault contract address.

If you'd like to avoid doing two transactions on Ethereum (first deposit on Curve, then on Yearn) then you can consider using either something like transaction builder in Gnosis safe so you can bundle the transaction yourself or zap provider such as portals.fi that will do it for you for a small fee.","szsemla#3508",""
"2023-02-03,10:56:50","ONI","#6888","Answered in general but try cowswap","szsemla#3508",""
"2023-02-03,11:01:42","szsemla","#3508","Super, tkanki you!","Crolev#3404",""
"2023-02-03,11:01:57","szsemla","#3508","Thank you!","",""
"2023-02-03,11:52:50","ONI","#6888","did that work for you?","szsemla#3508",""
"2023-02-03,12:07:23","szsemla","#3508","Yes a found","",""
"2023-02-03,12:08:01","szsemla","#3508","Yes i found it. Thank you","",""
"2023-02-03,16:20:17","Shiznit","#1750","Hello I have a problem related to DAI on yearn on the aztec blockchain, can I address here?","",""
"2023-02-03,22:42:11","TorJado","#3802","aztec blockchain?","",""
"2023-02-04,11:24:38","ONI","#6888","What's the problem","Shiznit#1750",""
